"","1","2","3","4","5","6","7","8","9","10"
"ANC",0.0254237288135593,0.217948717948718,0.0701754385964912,0.0723684210526316,0.0719424460431655,0.0671641791044776,0.0538461538461538,0.0551181102362205,0.0483870967741935,0.0166666666666667
"BFT",90.98,11105.1515151515,44649.8080808081,74006.65,93824.28,107486.18,111356.27,107400.36,95584.66,84898.34
"BIL",43.25,6906.07894736842,28821.0064102564,82471.6,107875.054216867,119345.095238095,119057.023952096,106189.167664671,83816.8235294118,63577.7068965517
"BLF",0.290322580645161,4.68263473053892,5.70689655172414,9.80473372781065,11.4792899408284,13.6428571428571,14.8383233532934,15.921686746988,16.7636363636364,17.1829268292683
"BLS",0.85,1178.68085106383,3571.53608247423,5071.13265306123,5001.78571428571,4873.0414507772,4662.708994709,4541.05434782609,4529.14444444444,4503.04519774011
"BPF",0.206611570247934,1.4258064516129,0.162921348314607,1.20325203252033,1.84126984126984,1.25190839694656,0.99236641221374,0.877862595419847,0.807692307692308,0.713178294573643
"BSB",0.0573248407643312,2.63571428571429,5.7956204379562,7.76470588235294,8.54814814814815,8.82089552238806,8.58646616541353,8.20454545454546,7.95384615384615,7.49612403100775
"BUT",0.227272727272727,3.51666666666667,0.5546875,1.24166666666667,1.73949579831933,1.26050420168067,1.1271186440678,0.991525423728814,0.948275862068966,0.982608695652174
"BWH",762624.7,257965027.577778,67175255.3137255,16583142.1896552,4056793.62121212,1188970.13333333,379871.988235294,159883.88172043,86166.86,56877.9619047619
"COD",0.0710382513661202,3.7710843373494,10.4475524475524,20.0958904109589,28.5675675675676,35.8,41.3,45.2751677852349,48.7364864864865,50.8503401360544
"DOG",0.121495327102804,16.1651376146789,36.1203703703704,71.8130841121495,77.7264150943396,76.7047619047619,72.1067961165049,63.6960784313725,58.6274509803922,54.5643564356436
"DRM",0.387596899224806,5.37931034482759,6.32203389830508,5.75423728813559,5.02564102564103,4.58974358974359,4.18803418803419,3.89655172413793,3.72413793103448,3.56521739130435
"DSH",4.86792452830189,526.74375,1257.13939393939,1067.77358490566,867.48,720.265734265734,612.674074074074,547.488372093023,487.390243902439,468.478632478633
"FDE",0.467213114754098,6.1,3.26256983240223,5.60233918128655,4.70930232558139,3.90963855421687,3.59627329192547,3.26751592356688,2.98039215686274,2.76510067114094
"FDF",0.0241935483870968,0.601156069364162,1.17751479289941,1.86060606060606,2.44512195121951,2.91358024691358,3.30817610062893,3.59872611464968,3.74675324675325,3.84105960264901
"FLA",0.008,0.0535714285714286,0.0635838150289017,0.0933333333333333,0.204225352112676,0.25503355704698,0.38961038961039,0.496598639455782,0.547945205479452,0.5625
"FOU",0.00719424460431655,0.333333333333333,0.925373134328358,1.328,1.74015748031496,1.81889763779528,1.84,1.60655737704918,1.65833333333333,1.61864406779661
"GOO",0.0517241379310345,1.61643835616438,2.62,4.40140845070423,7.20437956204379,10.6176470588235,13.2992700729927,16.6402877697842,18.9428571428571,21.6595744680851
"HAD",0.235294117647059,4.51666666666667,5.71666666666667,5.53932584269663,5.1875,4.72832369942197,4.35502958579882,4.20481927710843,3.88888888888889,3.70253164556962
"HAL",0.0977443609022556,7.74251497005988,30.4131736526946,66.29375,124.950310559006,179.012345679012,230.87037037037,282.906832298137,331.590062111801,374.10625
"HER",0.0447761194029851,1.08461538461538,2.54377880184332,4.32,4.7710843373494,5.25157232704403,5.5031847133758,5.58064516129032,5.53896103896104,5.31410256410256
"INV",0.151685393258427,2.82692307692308,3.05882352941176,2.82119205298013,2.44594594594595,2.15277777777778,1.90780141843972,1.77536231884058,1.68148148148148,1.58333333333333
"LSK",0.122950819672131,3.69230769230769,6.70512820512821,7.57516339869281,7.3489932885906,7.15068493150685,6.90277777777778,6.47517730496454,6.30935251798561,5.98529411764706
"MAK",0.0462962962962963,1.12280701754386,1.89565217391304,3.7027027027027,5.17272727272727,5.88288288288288,6.71171171171171,6.91964285714286,7,7.29203539823009
"MEN",0.0392156862745098,2.27586206896552,2.34188034188034,3.60869565217391,4.2280701754386,4.91228070175439,5.40350877192983,5.56140350877193,5.71052631578947,5.73684210526316
"MPF",0.00813008130081301,0.0193548387096774,0.0178571428571429,0.0181818181818182,0.0254777070063694,0.0201342281879195,0.0268456375838926,0.0421686746987952,0.0416666666666667,0.0422535211267606
